number_of_dependents,city,contract,total_charges,total_long_distance_charges,total_revenue,tenure,number_of_referrals,customer_status
-0.3823568032693968,346,1,-0.343652602287495,0.028284491046509506,-0.27957848428353754,-0.44104405804187685,0.3361606822702166,Stayed
-0.3823568032693968,368,0,-0.3708212151021246,-0.41237026425972007,-0.4324329893550383,-0.44104405804187685,-0.47615131433573066,Stayed
-0.3823568032693968,222,0,-0.5104273188676726,-0.35307571096071494,-0.5141289902961967,-0.6594442759010345,-0.47615131433573066,Churned
-0.3823568032693968,587,0,0.00038530320699525,-0.0023744535480528526,-0.01762964792393327,-0.26632388375455074,-0.06999531603275702,Churned
-0.3823568032693968,139,0,-0.5176064513304774,-0.5267736912682459,-0.5669254973972657,-0.703124319472866,0.7423166805731903,Churned
3.4196562014375713,608,0,-0.3553153565114568,-0.3278535162388406,-0.3854272833266861,-0.44104405804187685,-0.47615131433573066,Stayed
-0.3823568032693968,546,2,3.5586729351804185,0.5312610808308545,2.9225961335230157,2.2671186434116786,-0.06999531603275702,Stayed
-0.3823568032693968,653,2,2.210143625838157,0.7001092331269535,1.9174329926510802,1.9176782948370261,2.7730966720880588,Stayed
-0.3823568032693968,924,2,-0.4786683313928108,-0.44712221657093687,-0.514711844278172,-0.5284041451855399,-0.47615131433573066,Stayed
0.8849808649662593,915,2,2.5197804096056746,2.296258680125074,2.58562686125322,2.005038381980689,0.7423166805731903,Stayed
-0.3823568032693968,800,2,0.6530191517030209,-0.5609696123424832,0.34342113814789915,1.5245579026905425,-0.47615131433573066,Stayed
2.1523185332019152,970,2,3.853577818875564,1.219442408465778,3.3411020653576027,2.31079868698351,0.3361606822702166,Stayed
-0.3823568032693968,29,0,-0.4727168572693703,-0.4169420766526623,-0.5018429315394553,-0.615764232329203,-0.47615131433573066,Stayed
-0.3823568032693968,490,2,3.215462364653761,-0.310755555701722,2.4243775815636317,2.31079868698351,-0.47615131433573066,Stayed
-0.3823568032693968,558,2,0.7061554072176845,-0.5609696123424832,0.38516438556201554,1.6119179898342055,-0.47615131433573066,Stayed
2.1523185332019152,1092,2,2.995631457233226,2.428408770780528,2.9953270854464566,2.2671186434116786,3.1792526703910324,Stayed
0.8849808649662593,776,1,0.4035643147891274,-0.5609696123424832,0.14745221118670002,0.6509570312539116,-0.47615131433573066,Stayed
-0.3823568032693968,870,1,-0.6218506572773769,-0.5489686048110097,-0.6548441984049785,-0.7904844066165292,-0.47615131433573066,Joined
-0.3823568032693968,240,1,0.8296685114476513,0.1806370499788841,0.6835311128097769,1.1314375105440584,-0.47615131433573066,Churned
-0.3823568032693968,637,0,-0.6469375885600408,-0.5609696123424832,-0.6778103225724439,-0.7904844066165292,-0.47615131433573066,Churned
-0.3823568032693968,6,1,0.03692148291547073,1.866261190194284,0.5183821625933047,1.3498377284032161,-0.47615131433573066,Stayed
-0.3823568032693968,162,0,-0.011490956815116934,0.3136675234262222,0.05884163315002393,-0.26632388375455074,-0.06999531603275702,Churned
2.1523185332019152,15,0,0.32710255082653994,0.6791808351795317,0.42406884056032534,0.17047655196376466,-0.06999531603275702,Stayed
-0.3823568032693968,466,0,-0.6298037482584766,-0.546512800181017,-0.6604253397719488,-0.703124319472866,-0.47615131433573066,Joined
-0.3823568032693968,482,0,-0.6195821581720296,-0.4841755203907632,-0.6354716415940074,-0.6594442759010345,-0.47615131433573066,Churned
0.8849808649662593,728,0,-0.6440552602850113,-0.5609696123424832,-0.6755459977503823,-0.7904844066165292,-0.06999531603275702,Churned
3.4196562014375713,733,1,2.359037231823244,2.4156509429542767,2.5001485992203953,1.568237946262374,3.585408668694006,Stayed
